city,state,num_restaurants_by_city
"http://dbpedia.org/resource/Johnstown_Chiefs","http://dbpedia.org/resource/Colombia","1"
"http://dbpedia.org/resource/Fort_Collins,_Colorado","http://dbpedia.org/resource/Colombia","1"
"http://dbpedia.org/resource/James_A._Garfield","http://dbpedia.org/resource/David_Ritz","1"
"http://dbpedia.org/resource/Dover","http://dbpedia.org/resource/Davidsburg,_Pennsylvania","1"
"http://dbpedia.org/resource/Saint_James,_Barbados","http://dbpedia.org/resource/Dee_Wells","1"
"http://dbpedia.org/resource/AS_Excelsior","http://dbpedia.org/resource/Deephaven,_Minnesota","1"
"http://dbpedia.org/resource/Novi_Sad","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/Detroit","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/Cadillac","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/Marquette,_Michigan","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/White_Rock_Lake","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/Fruitport,_Michigan","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/Robert_Redford","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/Utica_Comets","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/Houghton,_Michigan","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/New_Southgate","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/Betty_Bronson","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/Henry_Dearborn","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/Benny_Fenton","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/Wyoming","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/Ted_Petoskey","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/Northville,_Michigan","http://dbpedia.org/resource/Detroit","1"
"http://dbpedia.org/resource/Drexel_Hill,_Pennsylvania","http://dbpedia.org/resource/Drexelbrook_station","1"
"http://dbpedia.org/resource/Ephrata_station","http://dbpedia.org/resource/Durlach","1"
"http://dbpedia.org/resource/Great_Barrington,_Massachusetts","http://dbpedia.org/resource/Egremont,_Massachusetts","1"
"http://dbpedia.org/resource/Unión_de_Santa_Fe","http://dbpedia.org/resource/El_Chupadero","1"
"http://dbpedia.org/resource/Middle_Village,_Queens","http://dbpedia.org/resource/Elmhurst,_Queens","1"
"http://dbpedia.org/resource/Marc_Broussard","http://dbpedia.org/resource/Estudiantes_de_La_Plata","1"
"http://dbpedia.org/resource/Farmersville,_Texas","http://dbpedia.org/resource/Estudiantes_de_La_Plata","1"
"http://dbpedia.org/resource/Bossier_City,_Louisiana","http://dbpedia.org/resource/Estudiantes_de_La_Plata","1"
"http://dbpedia.org/resource/PJ_Harvey","http://dbpedia.org/resource/Estudiantes_de_La_Plata","1"
"http://dbpedia.org/resource/Greater_New_Haven","http://dbpedia.org/resource/Fair_Haven,_Vermont","1"
"http://dbpedia.org/resource/Beckley,_West_Virginia","http://dbpedia.org/resource/Fayette_County,_West_Virginia","1"
"http://dbpedia.org/resource/ISG_Weirton_Steel","http://dbpedia.org/resource/Fayette_County,_West_Virginia","1"
"http://dbpedia.org/resource/Barboursville,_Virginia","http://dbpedia.org/resource/Fayette_County,_West_Virginia","1"
"http://dbpedia.org/resource/Sayville_station","http://dbpedia.org/resource/Fire_Island_Pines,_New_York","1"
"http://dbpedia.org/resource/Saint-Cloud","http://dbpedia.org/resource/Florida","1"
"http://dbpedia.org/resource/Murry_Bartow","http://dbpedia.org/resource/Florida","1"
